"address","business_name","business_type","precinct","live_date","geom"
"8943 Puritan St","Citgo","Retail","12.0","11/11/2021 00:00:00-05","0101000020E6100000255DFBDD36CA54C004A47A8A69344540"
"17655 Manderson Rd","17655 Manderson Dr.","Residential","12.0","23/11/2021 00:00:00-05","0101000020E6100000E95B429788C754C00094C9FEED354540"
"12950 Fenkell Ave","Bond Liquor","Retail","12.0","30/11/2021 00:00:00-05","0101000020E6100000F03B611C03CB54C0DB9E83D180334540"
"17530 W McNichols Rd","Child Star Development Center II","Other","8.0","7/12/2021 00:00:00-05","0101000020E61000009C2A89BBC6CD54C0C08D875F3B354540"
"5015 Livernois Ave","BP","Retail","4.0","8/12/2021 00:00:00-05","0101000020E6100000ACD37D74FDC754C0B06679B4172B4540"
"15700 E 8 Mile Rd","KFC","Retail","9.0","8/12/2021 00:00:00-05","0101000020E61000004280C03B60BD54C0FD7D0BEF92394540"
"672 Merton Rd","672 Merton Rd.","Residential","12.0","14/12/2021 00:00:00-05","0101000020E61000009268C4AC2BC754C0DD888D0299354540"
"7250 Southfield Rd","Southbrook Apartments","Residential","6.0","20/12/2021 00:00:00-05","0101000020E6100000EBFF1CE6CBCD54C06A6B44300E2C4540"
"2600 E Jefferson Ave","M03 Fuels- BP","Retail","7.0","6/1/2022 00:00:00-05","0101000020E6100000FDAF325767C154C0DAE14CB6452B4540"
"15037 Joy Rd","Coyle Auto Repair","Services","2.0","13/1/2022 00:00:00-05","0101000020E61000005B77E85D50CC54C0BD06776ED42D4540"
"11560 Harper Ave","Travel Inn","Services","9.0","13/1/2022 00:00:00-05","0101000020E6100000252BAFB63CBF54C0AF656034D8324540"
"18728 Ford Rd","Wild Mustangs","Other","6.0","19/1/2022 00:00:00-05","0101000020E6100000413C193F4DCE54C0DC484DED252A4540"
"8939 W 7 Mile Rd","KFC","Retail","12.0","21/1/2022 00:00:00-05","0101000020E6100000D74366F444CA54C0F66E7F7036374540"
"18303 Joy Rd","KFC","Retail","6.0","24/1/2022 00:00:00-05","0101000020E610000030B442AA0BCE54C0D3D00ED1CB2D4540"
"24737 8 Mile Rd","Culture Soul","Retail","8.0","26/1/2022 00:00:00-05","0101000020E6100000A1047B014ED254C0F6F778BC9F384540"
"11155 Gratiot Ave","BP-Mi Gas Petro Inc","Retail","9.0","3/2/2022 00:00:00-05","0101000020E6100000C884D2F6B3BF54C0A45CF13F3F344540"
"6426 Woodward Ave","Woodward Cocktail Lounge","Services","3.0","9/2/2022 00:00:00-05","0101000020E61000001F30CD7CA0C454C0B58972ED342F4540"
"6300 E Jefferson Ave","Shell Gas Station","Retail","7.0","9/2/2022 00:00:00-05","0101000020E610000098878E15A3C054C0E4A1CE60FC2B4540"
"9645 E Jefferson","Amoco- Gas Station","Retail","7.0","14/2/2022 00:00:00-05","0101000020E61000001AB4A1ACE9BE54C053EB790E172E4540"
"20630 W 7 mile Rd","BRAILE MINI MART","Retail","8.0","28/2/2022 00:00:00-05","0101000020E610000092827E11BACF54C07B9D16B4F7364540"
"13231 E McNichols Rd","Linda Ann Apartments","Residential","9.0","1/3/2022 00:00:00-05","0101000020E6100000CFFCC5C742BF54C0D46FB24F78364540"
"16600 Greenfield Rd","Greenfield Residence LLC","Residential","2.0","10/3/2022 00:00:00-05","0101000020E610000045123954BECC54C08471C331C3344540"
"16620 Greenfield Rd","Greenfield Residence LLC","Residential","2.0","10/3/2022 00:00:00-05","0101000020E61000002A7AB7E4BECC54C07D1B2811DD344540"
"9400 Conner St","BP Gas Station","Retail","9.0","14/3/2022 00:00:00-04","0101000020E61000007217618A72BF54C01A868F8829334540"
"18326 Van Dyke Ave","The Venue","Other","11.0","15/3/2022 00:00:00-04","0101000020E6100000727E925489C154C0914D6EEBD9364540"
"15735 Mack Ave","Marco Car Wash","Retail","5.0","17/3/2022 00:00:00-04","0101000020E6100000D786696315BC54C0C9EC4517C8314540"
"14486 Gratiot Ave","East Detroit LLC","Retail","9.0","18/3/2022 00:00:00-04","0101000020E6100000AA9D827874BE54C06CD910D209384540"
"3274 W Davison","Stop N Shop Super Market","Retail","10.0","23/3/2022 00:00:00-04","0101000020E610000011209E8041C854C0D348F02BFB314540"
"14361 Maddelein St","CHRISTIAN UNION MBC","Community","9.0","30/3/2022 00:00:00-04","0101000020E61000006C3DE87E73BE54C0497E8A04CF374540"
"14601 Dequindre Rd","Second Ebenezer Church","Community","11.0","8/4/2022 00:00:00-04","0101000020E61000004968899D42C554C0873E2F4755354540"
"16825 Wyoming St","John Evans Montessori Academy","Community","12.0","11/4/2022 00:00:00-04","0101000020E61000003867868541CA54C0F6074EA61F354540"
"23440 Grand River Ave","Adams Family Car Restoration","Services","8.0","14/4/2022 00:00:00-04","0101000020E6100000E61F9EA14FD154C0CA50F44400364540"
"7800 West Outer Drive","College Park","Residential","8.0","22/4/2022 00:00:00-04","0101000020E61000000562235ABCCD54C07DA0AA7CAE354540"
"6030 E 8 Mile Rd","Cookies Detroit","Retail","11.0","25/4/2022 00:00:00-04","0101000020E6100000A2A4D99FB8C254C0ADDAB95951394540"
"10826 Joy Rd","A&L","Retail","2.0","25/4/2022 00:00:00-04","0101000020E610000031325407B1CA54C01668DA72EC2D4540"
"8076 E 8 Mile Rd","Valero 8076 Petro","Retail","11.0","26/4/2022 00:00:00-04","0101000020E6100000AC50072675C154C0F42D9C395E394540"
"17017 Harper Ave","Amoco -Gas Station","Retail","5.0","28/4/2022 00:00:00-04","0101000020E6100000485C7470F8BB54C0170C32F247354540"
"12291 Harper Ave","Cabana Motel","Services","9.0","4/5/2022 00:00:00-04","0101000020E6100000E43BC64FC2BE54C02208672232334540"
"329 Holbrook St","329 Holbrook Apartments","Residential","3.0","10/5/2022 00:00:00-04","0101000020E61000000FFEB06BDCC454C0BE81B0F001314540"
"381 Holbrook St","381 Holbrook Apartments","Residential","3.0","10/5/2022 00:00:00-04","0101000020E6100000DF94C9DBD7C454C01B45394505314540"
"2645 W. McNichols Rd","The Baxter Apartments","Residential","12.0","12/5/2022 00:00:00-04","0101000020E61000007F255F2241C854C01D91EF526A354540"
"2601 W. McNichols Rd","The Baxter Apartments","Residential","12.0","12/5/2022 00:00:00-04","0101000020E6100000D897F0743CC854C0174F777D6A354540"
"2623 W. McNichols Rd","The Baxter Apartments","Residential","12.0","12/5/2022 00:00:00-04","0101000020E6100000D897F0743CC854C0174F777D6A354540"
"19301 Joy Rd","The Grand Apartments","Residential","6.0","19/5/2022 00:00:00-04","0101000020E6100000EE52F203BACE54C04D5BD039C72D4540"
"8650 Mt. Elliott St","ArcelorMittal Tailored Blanks","Other","11.0","3/6/2022 00:00:00-04","0101000020E6100000B2A2618C63C254C03CA2005921324540"
"1444 W Fort St,","Happy Four Inc","Retail","3.0","7/6/2022 00:00:00-04","0101000020E610000035332BC2EAC354C0C7704C8192294540"
"2617 W Grand Blvd","L BRINTLEY MD PLLC","Services","10.0","14/6/2022 00:00:00-04","0101000020E6100000709228ACBBC554C0493BA0329F2E4540"
"1480 E. Jefferson Ave","Diversified Members Credit Union","Services","7.0","24/6/2022 00:00:00-04","0101000020E610000091C9F32AFCC154C02221E3B4D42A4540"
"13900 Meyers Rd","ALPISA LIQUOR","Retail","2.0","30/6/2022 00:00:00-04","0101000020E61000009E56FA9ECBCA54C014FB5798B6314540"
"5931 Michigan Ave","Prince Valley Market","Retail","4.0","11/7/2022 00:00:00-04","0101000020E61000001B72BF856DC754C0271F928C622A4540"
"4300 Lonyo St","Christian Church The Eternal Rock","Other","4.0","11/7/2022 00:00:00-04","0101000020E6100000B85F7804FBC854C0023618D193294540"
"2590 Puritan St","D-Town Liquor","Retail","12.0","11/7/2022 00:00:00-04","0101000020E6100000C710BEFF28C854C0CF292BFA81344540"
"3260 Junction St","Junction Party Store","Retail","4.0","12/7/2022 00:00:00-04","0101000020E61000003E73BD0AFCC654C004ABEAE5F7294540"
"19990 Telegraph Rd","U-Haul Moving and Storage","Services","8.0","20/7/2022 00:00:00-04","0101000020E610000010F3BC86A6D154C08A0C82F9F1374540"
"5546 Chopin St","Tobey's Market","Retail","4.0","20/7/2022 00:00:00-04","0101000020E6100000EF765A0ACAC854C0191E1C68152B4540"
"888 Pallister St","Pallister Plaisance Apartments","Residential","3.0","20/7/2022 00:00:00-04","0101000020E61000003855106647C554C0D85C1C32712F4540"
"5250 E 8 Mile Rd","3 Brothers Auto Sales","Retail","11.0","21/7/2022 00:00:00-04","0101000020E610000079E8DC6942C354C07B9D58D049394540"
